FD_AllPickupPointsCoveredNotice C:true D:false W:true R:99
RM_EndRouteReply C:true D:false W:true R:94
RP_PassengerCheckedIn C:true D:false W:true R:92
FD_CloseRouteNotificationRequest C:true D:false W:true R:93
UMS_TripManagementRequest C:true D:false W:true R:94
FC_RouteAssignmentRequest C:true D:false W:true R:99
RP_CheckOutAck C:true D:false W:true R:99
RP_ExitFromRouteEnsemble C:true D:false W:true R:94
RP_WaitFlexibusRequest C:true D:true W:false R:99
FD_ExecuteRouteRequest C:true D:false W:true R:91
RM_AssignDriver C:true D:false W:true R:97
FC_AssignPassengerToRoute C:true D:false W:true R:93
FD_RouteStartedNotice C:true D:true W:false R:96
FC_RouteClosed C:true D:false W:true R:91
FC_UserRegistrationRequest C:true D:false W:true R:93
Concrete_3 C:true D:false W:true R:91
RP_EnterInRouteEnsemble C:true D:false W:true R:95
RM_EnterInFBCensemble C:true D:false W:true R:98
FD_GoToNextPickupPoint C:true D:true W:false R:99
FD_AllPickupPointReached C:true D:false W:true R:95
Concrete_2 C:true D:false W:true R:97
Concrete_1 C:true D:false W:true R:91
RM_RouteCreationReply C:true D:false W:true R:92
FD_AllPassengersOnBoard C:true D:true W:false R:95
RP_CheckInOnFlexibusAck C:true D:false W:true R:97
FC_EnterInFBCensemble C:true D:false W:true R:99
RM_RouteClosedNotice C:true D:false W:true R:90
FC_UserLoginRequest C:true D:false W:true R:90
UMS_TripManagementReply C:true D:false W:true R:90
RM_StartRouteReply C:true D:false W:true R:99
FC_ComputeRoute C:true D:true W:false R:99
FC_PaymentReceipt C:true D:false W:true R:91
RM_EnterInRouteEnsemble C:true D:false W:true R:94
RM_StartRouteRequest C:true D:false W:true R:90
RP_PickupPointCheckIn C:true D:false W:true R:90
FC_WaitRouteCreated C:true D:false W:true R:97
RM_DestroyRouteEnsemble C:true D:false W:true R:97
RP_CheckInOnFlexibusRequest C:true D:false W:true R:91
RM_RouteStartedNotice C:true D:false W:true R:97
FD_TakeFlexibusReply C:true D:false W:true R:98
RM_PassengerCheckInReply C:true D:false W:true R:92
RM_CheckinEnded C:true D:true W:false R:98
RP_PickupPointCheckInAck C:true D:false W:true R:98
RM_CheckInClosedNotice C:true D:false W:true R:91
FC_RouteStarted C:true D:false W:true R:92
FD_TakeFlexibusRequest C:true D:false W:true R:97
RP_PassengerCheckedOut C:true D:false W:true R:90
RP_DetailsConfirmed C:true D:false W:true R:94
FC_TripDetails C:true D:true W:false R:97
RM_PassengerCheckInRequest C:true D:false W:true R:98
FC_RouteAssignmentReply C:true D:false W:true R:92
FC_DriverLoginRequest C:true D:false W:true R:94
FC_UserLoginAck C:true D:false W:true R:98
FD_EnterInRouteEnsemble C:true D:false W:true R:96
FD_CloseRouteNotificationReply C:true D:false W:true R:92
RP_CheckOutRequest C:true D:false W:true R:91
RM_EndRouteRequest C:true D:false W:true R:96
UMS_ManagementTrip C:true D:false W:true R:97
FD_WaitForPassengersCheckOut C:true D:false W:false R:92
RM_CreateRouteEnsemble C:true D:false W:true R:99
FD_RouteClosedNotice C:true D:false W:true R:94
USER_animateTrip C:true D:true W:false R:99
FC_TakeFlexibus C:true D:false W:true R:90
FC_DriverLoginAck C:true D:false W:true R:90
RM_UnlockWaitingPassenger C:true D:false W:true R:90
RM_RouteCreationRequest C:true D:false W:true R:96
RM_CheckInExecuted C:true D:false W:true R:98
### New Activities added below this line ###
FD_ExecuteRouteReply C:true D:false W:true R:99
### New Activities added below this line ###
USER_ExecuteTrip C:true D:false W:true R:92
FD_EndRoute C:true D:false W:true R:91
RP_CheckInOnRoute C:true D:false W:true R:92
FC_CloseRouteNotification C:true D:false W:true R:97
EMPLOYEE_PlanWorkingDay C:true D:false W:true R:97
FD_StartRoute C:true D:false W:true R:96
USER_ManageTrip C:true D:false W:true R:96
UMS_CalculateTripAlternatives C:true D:false W:true R:92
USER_PlanTrip C:true D:false W:true R:98
FC_ManageRoute C:true D:false W:true R:93
EMPLOYEE_ExecuteRoute C:true D:false W:true R:97
